3502.52	1040
3501.25	1062
3499.98	1030
3498.71	1033
3497.44	1032
3496.17	1052
3494.9	1047
3493.62	1047
3492.35	1056
3491.08	1046
3489.8	1050
3488.53	1045
3487.26	1017
3485.98	1056
3484.71	1063
3483.43	1059
3482.16	1016
3480.88	1050
3479.6	1030
3478.33	1045
3477.05	1041
3475.77	1018
3474.5	1059
3473.22	1015
3471.94	1020
3470.66	1038
3469.38	1029
3468.1	1009
3466.82	1017
3465.54	1012
3464.26	1019
3462.98	1042
3461.7	1018
3460.42	1010
3459.14	1024
3457.86	1005
3456.57	1005
3455.29	1029
3454.01	1031
3452.73	1010
3451.44	1022
3450.16	1006
3448.87	1028
3447.59	991
3446.3	997
3445.02	1021
3443.73	1017
3442.45	1002
3441.16	1017
3439.88	1034
3438.59	1008
3437.3	1034
3436.01	1025
3434.73	1024
3433.44	973
3432.15	1030
3430.86	1021
3429.57	1036
3428.28	1024
3426.99	1010
3425.7	1013
3424.41	1036
3423.12	1040
3421.83	1026
3420.54	1017
3419.24	1034
3417.95	1020
3416.66	1034
3415.37	1025
3414.07	1016
3412.78	1019
3411.48	1016
3410.19	1025
3408.9	1004
3407.6	1012
3406.31	1031
3405.01	1020
3403.72	980
3402.42	1030
3401.12	994
3399.82	997
3398.53	988
3397.23	990
3395.93	1011
3394.63	1021
3393.33	1016
3392.04	1006
3390.74	1025
3389.44	1009
3388.14	1016
3386.84	1012
3385.53	1011
3384.23	1010
3382.93	1006
3381.63	1002
3380.33	1008
3379.03	1043
3377.72	1013
3376.42	1011
3375.12	1019
3373.81	1006
3372.51	1017
3371.2	1002
3369.9	981
3368.59	1011
3367.29	1013
3365.98	998
3364.68	997
3363.37	994
3362.06	1019
3360.76	986
3359.45	1001
3358.14	1002
3356.83	1017
3355.52	1001
3354.22	993
3352.91	998
3351.6	1005
3350.29	1022
3348.98	1004
3347.67	1008
3346.36	995
3345.04	972
3343.73	1005
3342.42	974
3341.11	1004
3339.8	997
3338.48	1000
3337.17	1004
3335.86	1017
3334.54	1008
3333.23	1014
3331.91	1020
3330.6	996
3329.28	1002
3327.97	1004
3326.65	1007
3325.34	984
3324.02	964
3322.7	995
3321.38	1000
3320.07	1017
3318.75	1010
3317.43	998
3316.11	1011
3314.79	1010
3313.47	1002
3312.15	995
3310.83	1003
3309.51	1001
3308.19	1023
3306.87	1015
3305.55	995
3304.23	1013
3302.9	1014
3301.58	995
3300.26	987
3298.94	999
3297.61	992
3296.29	1013
3294.96	979
3293.64	1007
3292.31	999
3290.99	998
3289.66	990
3288.34	997
3287.01	1017
3285.68	995
3284.36	1003
3283.03	1007
3281.7	1018
3280.37	1040
3279.05	1011
3277.72	1023
3276.39	1005
3275.06	1001
3273.73	998
3272.4	1011
3271.07	1009
3269.74	1006
3268.41	1000
3267.08	981
3265.74	1015
3264.41	1012
3263.08	1009
3261.75	990
3260.41	1014
3259.08	1001
3257.75	1008
3256.41	1018
3255.08	1017
3253.74	997
3252.41	1022
3251.07	1012
3249.74	1003
3248.4	998
3247.06	994
