3502.52	1050
3501.25	1043
3499.98	1044
3498.71	1067
3497.44	1062
3496.17	1037
3494.9	1065
3493.62	1040
3492.35	1027
3491.08	1039
3489.8	1036
3488.53	1062
3487.26	1048
3485.98	1025
3484.71	1023
3483.43	1034
3482.16	1039
3480.88	1020
3479.6	1054
3478.33	1035
3477.05	1057
3475.77	1009
3474.5	1040
3473.22	1043
3471.94	1055
3470.66	1042
3469.38	1022
3468.1	1046
3466.82	1033
3465.54	1025
3464.26	1021
3462.98	1025
3461.7	1007
3460.42	994
3459.14	1032
3457.86	1018
3456.57	1030
3455.29	1037
3454.01	1013
3452.73	1016
3451.44	1035
3450.16	1027
3448.87	1038
3447.59	1012
3446.3	996
3445.02	1009
3443.73	1025
3442.45	1013
3441.16	1042
3439.88	998
3438.59	1012
3437.3	1016
3436.01	1016
3434.73	1015
3433.44	1013
3432.15	1044
3430.86	1018
3429.57	1026
3428.28	1007
3426.99	994
3425.7	1004
3424.41	1017
3423.12	1001
3421.83	1025
3420.54	997
3419.24	1024
3417.95	1016
3416.66	988
3415.37	1010
3414.07	1026
3412.78	984
3411.48	1012
3410.19	1010
3408.9	1009
3407.6	1009
3406.31	1020
3405.01	1010
3403.72	991
3402.42	998
3401.12	1000
3399.82	1012
3398.53	995
3397.23	1009
3395.93	989
3394.63	996
3393.33	986
3392.04	1023
3390.74	1034
3389.44	1010
3388.14	1022
3386.84	997
3385.53	1009
3384.23	1023
3382.93	1021
3381.63	1007
3380.33	1006
3379.03	1014
3377.72	977
3376.42	988
3375.12	1005
3373.81	985
3372.51	1005
3371.2	1008
3369.9	1034
3368.59	998
3367.29	1010
3365.98	1016
3364.68	1000
3363.37	1001
3362.06	989
3360.76	999
3359.45	994
3358.14	988
3356.83	1004
3355.52	1014
3354.22	1003
3352.91	993
3351.6	1006
3350.29	1004
3348.98	993
3347.67	997
3346.36	992
3345.04	1011
3343.73	998
3342.42	1006
3341.11	1016
3339.8	1036
3338.48	1021
3337.17	1013
3335.86	1009
3334.54	988
3333.23	990
3331.91	1004
3330.6	1024
3329.28	994
3327.97	1024
3326.65	995
3325.34	1016
3324.02	1010
3322.7	983
3321.38	1000
3320.07	1023
3318.75	1004
