3502.52	1061
3501.25	1038
3499.98	1061
3498.71	1049
3497.44	1058
3496.17	1054
3494.9	1047
3493.62	1044
3492.35	1038
3491.08	1057
3489.8	1037
3488.53	1035
3487.26	1024
3485.98	1021
3484.71	1020
3483.43	1030
3482.16	1057
3480.88	1054
3479.6	1048
3478.33	1014
3477.05	1039
3475.77	1030
3474.5	1021
3473.22	1018
3471.94	1019
3470.66	1019
3469.38	1035
3468.1	1036
3466.82	1021
3465.54	1025
3464.26	1015
3462.98	1041
3461.7	1010
3460.42	1018
3459.14	1030
3457.86	1027
3456.57	1024
3455.29	1033
3454.01	1015
3452.73	1017
3451.44	1033
3450.16	1032
3448.87	1034
3447.59	1045
3446.3	1020
3445.02	1038
3443.73	994
3442.45	1009
3441.16	998
3439.88	1004
3438.59	1009
3437.3	1017
3436.01	1028
3434.73	1031
3433.44	1008
3432.15	1030
3430.86	1016
3429.57	1030
3428.28	1009
3426.99	1032
3425.7	1015
3424.41	1006
3423.12	1019
3421.83	1020
3420.54	1016
3419.24	1007
3417.95	1035
3416.66	1007
3415.37	1008
3414.07	998
3412.78	1039
3411.48	1017
3410.19	1023
3408.9	1036
3407.6	1011
3406.31	1017
3405.01	1002
3403.72	1005
3402.42	996
3401.12	1009
3399.82	1012
3398.53	1011
3397.23	1010
3395.93	992
3394.63	996
3393.33	1004
3392.04	1017
3390.74	1027
3389.44	1020
3388.14	1004
3386.84	996
3385.53	1010
3384.23	975
3382.93	1022
3381.63	1018
3380.33	1020
3379.03	1009
3377.72	1005
3376.42	1009
3375.12	1013
3373.81	1022
3372.51	972
3371.2	994
3369.9	968
3368.59	988
3367.29	991
3365.98	1000
3364.68	1005
3363.37	1022
3362.06	1036
3360.76	1003
3359.45	1026
3358.14	1000
3356.83	989
3355.52	1004
3354.22	1001
3352.91	1039
3351.6	1000
3350.29	1016
3348.98	1004
3347.67	998
3346.36	987
3345.04	976
3343.73	1014
3342.42	996
3341.11	1009
3339.8	995
3338.48	994
3337.17	1003
3335.86	1018
3334.54	1002
3333.23	1019
3331.91	1013
3330.6	991
3329.28	1031
3327.97	1001
3326.65	1001
3325.34	998
3324.02	1021
3322.7	995
3321.38	1010
3320.07	1008
3318.75	1009
3317.43	1012
3316.11	1003
3314.79	995
3313.47	992
3312.15	1002
3310.83	990
3309.51	1013
3308.19	1009
3306.87	998
3305.55	1007
3304.23	1015
3302.9	996
3301.58	998
3300.26	999
3298.94	1007
3297.61	1013
3296.29	1018
3294.96	995
3293.64	981
3292.31	959
3290.99	986
3289.66	1013
3288.34	1029
3287.01	1008
3285.68	1017
3284.36	1003
3283.03	998
3281.7	1022
3280.37	970
3279.05	1012
3277.72	987
3276.39	1001
3275.06	1009
3273.73	1021
3272.4	1010
3271.07	999
3269.74	992
3268.41	988
3267.08	986
3265.74	1011
3264.41	1003
3263.08	1018
3261.75	994
3260.41	999
3259.08	1009
3257.75	993
3256.41	1019
3255.08	1013
3253.74	1025
3252.41	992
3251.07	1022
3249.74	981
3248.4	1002
3247.06	980
3245.73	1002
3244.39	997
3243.05	1024
3241.71	1005
3240.37	1010
3239.04	1029
3237.7	1014
3236.36	1000
3235.02	996
3233.68	1003
3232.34	1022
3231	983
3229.66	984
3228.31	1004
3226.97	1007
3225.63	1011
3224.29	983
3222.94	1008
3221.6	1000
3220.26	999
3218.91	1025
3217.57	1025
3216.23	1008
3214.88	1012
3213.53	1011
3212.19	1000
3210.84	996
3209.5	974
3208.15	976
3206.8	1009
3205.46	982
3204.11	1010
3202.76	1017
3201.41	1000
3200.06	1000
3198.71	1001
3197.36	1007
3196.01	1004
3194.66	1016
3193.31	1044
3191.96	1008
3190.61	1011
3189.26	1006
3187.91	1026
3186.56	1008
3185.2	1010
3183.85	1025
3182.5	991
3181.14	1003
3179.79	994
3178.44	1015
3177.08	1034
3175.73	995
3174.37	1009
3173.01	999
3171.66	989
3170.3	969
3168.95	995
3167.59	1028
3166.23	1031
3164.87	1018
3163.51	996
3162.16	1019
3160.8	1008
3159.44	1001
3158.08	1029
3156.72	1008
3155.36	1015
3154	1000
3152.64	996
3151.28	998
3149.91	1008
3148.55	1015
3147.19	990
3145.83	1018
3144.46	1033
3143.1	1026
3141.74	1001
3140.37	1011
3139.01	1019
3137.64	1022
3136.28	1001
3134.91	990
3133.55	1015
3132.18	995
3130.81	1033
3129.45	1034
3128.08	1045
3126.71	1011
3125.34	989
3123.98	1014
3122.61	1007
3121.24	1026
3119.87	1007
3118.5	1004
3117.13	1027
3115.76	1029
3114.39	1041
3113.02	1047
3111.64	1036
3110.27	1013
3108.9	1018
3107.53	1024
3106.15	1009
3104.78	1042
3103.41	1014
3102.03	1045
3100.66	1020
3099.29	1038
3097.91	1033
3096.53	1057
3095.16	1068
3093.78	1048
3092.41	1039
3091.03	1072
3089.65	1062
3088.27	1060
3086.9	1054
3085.52	1069
3084.14	1070
3082.76	1079
